# joint_log_example.csv -- reference format for actuator_eval envelopes
# robot=arm-004 joint=elbow fw=rs-fw-1.4.2 rate=1000Hz captured=2026-07-28T09:14:00Z
# units: t_s=s  q_rad=rad  qd_rad_s=rad/s  tau_Nm=N.m  (all joint-referred)
t_s,q_rad,qd_rad_s,tau_Nm
10.6760,-0.349066,0.00000,-3.81386
10.6770,-0.349066,0.00000,-3.80736
10.6780,-0.349066,0.00000,-3.81963
10.6790,-0.349066,0.00000,-3.96263
10.6800,-0.349066,0.00000,-3.77081
10.6810,-0.349066,0.00000,-3.88238
10.6820,-0.349066,0.00000,-3.88844
10.6830,-0.349066,0.00000,-3.81493
10.6840,-0.349066,0.00000,-3.86176
10.6850,-0.349066,0.00000,-3.94893
10.6860,-0.349066,0.00000,-3.93297
10.6870,-0.349066,0.00000,-3.91692
10.6880,-0.349066,0.00000,-3.93530
10.6890,-0.349066,0.00000,-3.76531
10.6900,-0.349066,0.00000,-3.70966
10.6910,-0.349066,0.00000,-3.89967
10.6920,-0.349066,0.00000,-3.94115
10.6930,-0.349066,0.00000,-3.87819
10.6940,-0.349066,0.00000,-3.87868
10.6950,-0.349066,0.00000,-3.81614
10.6960,-0.349066,0.00000,-3.86572
10.6970,-0.349066,0.00000,-3.88587
10.6980,-0.349066,0.00000,-3.86243
10.6990,-0.349066,0.00000,-3.92493
10.7000,-0.349066,0.00000,-3.64144
10.7010,-0.349066,0.00000,-3.89938
10.7020,-0.349066,0.00000,-3.82346
10.7030,-0.349066,0.00000,-3.87927
10.7040,-0.349066,0.00000,-3.83697
10.7050,-0.349066,0.00000,-3.88254
10.7060,-0.349066,0.00000,-3.78534
10.7070,-0.349066,0.00000,-3.94284
10.7080,-0.349066,0.00000,-3.94002
10.7090,-0.349066,0.00000,-3.80145
10.7100,-0.349066,0.00000,-3.84090
10.7110,-0.349066,0.00000,-3.87645
10.7120,-0.349066,0.00000,-3.83184
10.7130,-0.349066,0.00000,-3.89784
10.7140,-0.349066,0.00000,-3.88648
10.7150,-0.349066,0.00000,-3.86871
10.7160,-0.349066,0.00000,-3.97808
10.7170,-0.349066,0.00000,-3.65688
10.7180,-0.349066,0.00000,-3.90487
10.7190,-0.349066,0.00000,-3.88526
10.7200,-0.349066,0.00000,-3.83677
10.7210,-0.349066,0.00000,-3.96442
10.7220,-0.349066,0.00000,-3.84275
10.7230,-0.349066,0.00000,-3.74125
10.7240,-0.349066,0.00000,-3.85054
10.7250,-0.349066,0.00000,-3.88236
10.7260,-0.349066,0.00000,-3.83108
10.7270,-0.349066,0.00000,-4.05179
10.7280,-0.349066,0.00000,-3.90706
10.7290,-0.349066,0.00000,-3.71362
10.7300,-0.349066,0.00000,-3.65961
10.7310,-0.349066,0.00000,-3.93762
10.7320,-0.349066,0.00000,-3.87338
10.7330,-0.349066,0.00000,-3.90663
10.7340,-0.349066,0.00000,-3.92864
10.7350,-0.349066,0.00000,-3.96980
10.7360,-0.349066,0.00000,-3.86469
10.7370,-0.349066,0.00000,-3.83598
10.7380,-0.349066,0.00000,-3.69647
10.7390,-0.349066,0.00000,-4.06429
10.7400,-0.349066,0.00000,-3.94787
10.7410,-0.349066,0.00000,-3.75483
10.7420,-0.349066,0.00000,-3.93340
10.7430,-0.349066,0.00000,-3.71940
10.7440,-0.349066,0.00000,-4.08074
10.7450,-0.349066,0.00000,-3.85852
10.7460,-0.349066,0.00000,-3.80099
10.7470,-0.349066,0.00000,-3.82258
10.7480,-0.349066,0.00000,-3.80568
10.7490,-0.349066,0.00000,-3.87555
10.7500,-0.349066,0.00000,-4.05690
10.7510,-0.349066,0.00000,-3.92020
10.7520,-0.349066,0.00000,-3.83656
10.7530,-0.349066,0.00000,-3.71886
10.7540,-0.349066,0.00000,-3.87608
10.7550,-0.349066,0.00000,-3.82204
10.7560,-0.349066,0.00000,-3.64370
10.7570,-0.349066,0.00000,-3.89600
10.7580,-0.349066,0.00000,-3.74571
10.7590,-0.349066,0.00000,-4.02704
10.7600,-0.349066,0.00000,-3.81855
10.7610,-0.349066,0.00000,-4.01001
10.7620,-0.349066,0.00000,-3.73768
10.7630,-0.349066,0.00000,-3.81886
10.7640,-0.349066,0.00000,-3.58872
10.7650,-0.349066,0.00000,-3.91011
10.7660,-0.349066,0.00000,-3.81720
10.7670,-0.349066,0.00000,-3.88882
10.7680,-0.349066,0.00000,-3.61644
10.7690,-0.349066,0.00000,-3.98917
10.7700,-0.349066,0.00000,-3.95731
10.7710,-0.349066,0.00000,-3.71399
10.7720,-0.349066,0.00000,-3.96765
10.7730,-0.349066,0.00000,-3.95625
10.7740,-0.349066,0.00000,-3.82093
10.7750,-0.349066,0.00000,-3.90777
10.7760,-0.349066,0.00000,-3.95745
10.7770,-0.349066,0.00000,-3.97451
10.7780,-0.349066,0.00000,-4.06320
10.7790,-0.349066,0.00000,-3.85294
10.7800,-0.349066,0.00000,-3.83197
10.7810,-0.349066,0.00000,-3.84990
10.7820,-0.349066,0.00000,-3.70666
10.7830,-0.349066,0.00000,-3.90597
10.7840,-0.349066,0.00000,-3.89309
10.7850,-0.349066,0.00000,-3.79652
10.7860,-0.349066,0.00000,-3.88190
10.7870,-0.349066,0.00000,-3.76819
10.7880,-0.349066,0.00000,-3.81100
10.7890,-0.349066,0.00000,-3.92061
10.7900,-0.349066,0.00000,-3.92400
10.7910,-0.349066,0.00000,-3.85892
10.7920,-0.349066,0.00000,-3.65845
10.7930,-0.349066,0.00000,-3.79143
10.7940,-0.349066,0.00000,-3.86912
10.7950,-0.349066,0.00000,-3.92185
10.7960,-0.349066,0.00000,-3.80868
10.7970,-0.349066,0.00000,-3.91820
10.7980,-0.349066,0.00000,-3.73589
10.7990,-0.349066,0.00000,-3.75579
10.8000,-0.349066,0.00000,-3.82051
10.8010,-0.349066,0.00000,-3.85426
10.8020,-0.349066,0.00000,-3.93572
10.8030,-0.349066,0.00000,-3.82087
10.8040,-0.349066,0.00000,-3.77971
10.8050,-0.349066,0.00000,-3.85997
10.8060,-0.349066,0.00000,-4.07727
10.8070,-0.349066,0.00000,-3.74856
10.8080,-0.349066,0.00000,-3.88723
10.8090,-0.349066,0.00000,-3.81131
10.8100,-0.349066,0.00000,-3.89564
10.8110,-0.349066,0.00000,-3.75157
10.8120,-0.349066,0.00000,-3.79442
10.8130,-0.349066,0.00000,-3.83345
10.8140,-0.349066,0.00000,-3.86940
10.8150,-0.349066,0.00000,-3.77808
10.8160,-0.349066,0.00000,-3.94885
10.8170,-0.349066,0.00000,-3.94740
10.8180,-0.349066,0.00000,-3.84517
10.8190,-0.349066,0.00000,-3.91030
10.8200,-0.349066,0.00000,-3.76411
10.8210,-0.349066,0.00000,-3.92431
10.8220,-0.349066,0.00000,-3.78543
10.8230,-0.349066,0.00000,-3.80992
10.8240,-0.349066,0.00000,-3.97088
10.8250,-0.349066,0.00000,-3.76831
10.8260,-0.349066,0.00000,-3.77307
10.8270,-0.349066,0.00000,-3.80639
10.8280,-0.349066,0.00000,-3.75742
10.8290,-0.349066,0.00000,-3.90452
10.8300,-0.349066,0.00000,-4.00918
10.8310,-0.349066,0.00000,-3.92854
10.8320,-0.349066,0.00000,-3.78665
10.8330,-0.349066,0.00000,-3.87787
10.8340,-0.349066,0.00000,-3.84945
10.8350,-0.349066,0.00000,-3.96908
10.8360,-0.349066,0.00000,-3.89483
10.8370,-0.349066,0.00000,-3.87082
10.8380,-0.349066,0.00000,-4.00988
10.8390,-0.349066,0.00000,-3.79729
10.8400,-0.349066,0.00000,-3.90371
10.8410,-0.349066,0.00000,-3.85435
10.8420,-0.349066,0.00000,-3.96937
10.8430,-0.349066,0.00000,-3.64857
10.8440,-0.349066,0.00000,-3.88230
10.8450,-0.349066,0.00000,-3.67776
10.8460,-0.349066,0.00000,-3.90058
10.8470,-0.349066,0.00000,-3.77687
10.8480,-0.349066,0.00000,-4.01378
10.8490,-0.349066,0.00000,-3.93961
10.8500,-0.349066,0.00000,-3.98551
10.8510,-0.349066,0.00000,-3.95155
10.8520,-0.349066,0.00000,-3.83317
10.8530,-0.349066,0.00000,-3.83683
10.8540,-0.349066,0.00000,-3.89228
10.8550,-0.349066,0.00000,-4.06536
10.8560,-0.349066,0.00000,-3.88058
10.8570,-0.349066,0.00000,-3.79788
10.8580,-0.349066,0.00000,-3.86814
10.8590,-0.349066,0.00000,-3.99636
10.8600,-0.349066,0.00000,-3.98478
10.8610,-0.349066,0.00000,-3.79740
10.8620,-0.349066,0.00000,-3.91653
10.8630,-0.349066,0.00000,-3.81324
10.8640,-0.349066,0.00000,-4.03939
10.8650,-0.349066,0.00000,-3.89605
10.8660,-0.349066,0.00000,-3.92044
10.8670,-0.349066,0.00000,-3.85445
10.8680,-0.349066,0.00000,-4.06194
10.8690,-0.349066,0.00000,-3.91747
10.8700,-0.349066,0.00000,-3.79927
10.8710,-0.349066,0.00000,-3.83781
10.8720,-0.349066,0.00000,-3.81067
10.8730,-0.349066,0.00000,-3.72215
10.8740,-0.349066,0.00000,-4.01458
10.8750,-0.349066,0.00000,-3.73684
10.8760,-0.349066,0.00000,-3.88995
10.8770,-0.349066,0.00000,-4.01904
10.8780,-0.349066,0.00000,-3.85759
10.8790,-0.349066,0.00000,-3.78234
10.8800,-0.349066,0.00000,-4.03808
10.8810,-0.349066,0.00000,-3.76790
10.8820,-0.349066,0.00000,-3.95399
10.8830,-0.349066,0.00000,-3.80375
10.8840,-0.349066,0.00000,-3.95684
10.8850,-0.349066,0.00000,-3.92669
10.8860,-0.349066,0.00000,-3.92550
10.8870,-0.349066,0.00000,-3.92662
10.8880,-0.349066,0.00000,-3.77789
10.8890,-0.349066,0.00000,-3.72874
10.8900,-0.349066,0.00000,-3.70270
10.8910,-0.349066,0.00000,-3.87600
10.8920,-0.349066,0.00000,-3.92598
10.8930,-0.349066,0.00000,-3.94891
10.8940,-0.349066,0.00000,-3.79940
10.8950,-0.349066,0.00000,-3.85126
10.8960,-0.349066,0.00000,-4.05381
10.8970,-0.349066,0.00000,-3.85199
10.8980,-0.349066,0.00000,-3.84884
10.8990,-0.349066,0.00000,-3.81828
10.9000,-0.349066,0.00000,-3.74015
10.9010,-0.349066,0.00000,-3.80618
10.9020,-0.349066,0.00000,-3.71428
10.9030,-0.349066,0.00000,-3.95969
10.9040,-0.349066,0.00000,-3.86775
10.9050,-0.349066,0.00000,-3.84831
10.9060,-0.349066,0.00000,-3.85595
10.9070,-0.349066,0.00000,-4.00667
10.9080,-0.349066,0.00000,-3.97623
10.9090,-0.349066,0.00000,-3.74398
10.9100,-0.349066,0.00000,-4.02205
10.9110,-0.349066,0.00000,-3.80058
10.9120,-0.349066,0.00000,-3.84129
10.9130,-0.349066,0.00000,-4.12257
10.9140,-0.349066,0.00000,-3.88314
10.9150,-0.349066,0.00000,-3.76780
10.9160,-0.349066,0.00000,-3.93526
10.9170,-0.349066,0.00000,-3.90827
10.9180,-0.349066,0.00000,-3.73648
10.9190,-0.349066,0.00000,-3.70050
10.9200,-0.349066,0.00000,-3.90141
10.9210,-0.349066,0.00000,-3.85871
10.9220,-0.349066,0.00000,-3.75022
10.9230,-0.349066,0.00000,-3.87542
10.9240,-0.349066,0.00000,-3.83735
10.9250,-0.349066,0.00000,-3.77085
10.9260,-0.349066,0.00000,-3.82817
10.9270,-0.349066,0.00000,-3.97305
10.9280,-0.349066,0.00000,-3.99160
10.9290,-0.349066,0.00000,-3.67211
10.9300,-0.349066,0.00000,-3.87007
10.9310,-0.349066,0.00000,-3.92588
10.9320,-0.349066,0.00000,-3.76502
10.9330,-0.349066,0.00000,-3.86682
10.9340,-0.349066,0.00000,-3.83998
10.9350,-0.349066,0.00000,-3.90034
10.9360,-0.349066,0.00000,-3.77344
10.9370,-0.349066,0.00000,-3.90530
10.9380,-0.349066,0.00000,-3.74459
10.9390,-0.349066,0.00000,-3.79115
10.9400,-0.349066,0.00000,-3.86533
10.9410,-0.349066,0.00000,-3.76207
10.9420,-0.349066,0.00000,-3.85939
10.9430,-0.349066,0.00000,-3.76477
10.9440,-0.349066,0.00000,-3.89352
10.9450,-0.349066,0.00000,-3.91334
10.9460,-0.349066,0.00000,-3.89322
10.9470,-0.349066,0.00000,-3.87526
10.9480,-0.349066,0.00000,-3.80534
10.9490,-0.349066,0.00000,-3.87440
10.9500,-0.349066,0.00000,-3.83853
10.9510,-0.349066,0.00000,-3.82533
10.9520,-0.349066,0.00000,-3.70285
10.9530,-0.349066,0.00000,-3.84885
10.9540,-0.349066,0.00000,-3.85275
10.9550,-0.349066,0.00000,-3.93826
10.9560,-0.349066,0.00000,-4.10495
10.9570,-0.349066,0.00000,-4.01559
10.9580,-0.349066,0.00000,-3.81851
10.9590,-0.349066,0.00000,-3.81896
10.9600,-0.349066,0.00000,-3.86063
10.9610,-0.349066,0.00000,-3.83655
10.9620,-0.349066,0.00000,-3.83309
10.9630,-0.349066,0.00000,-3.89605
10.9640,-0.349066,0.00000,-3.89866
10.9650,-0.349066,0.00000,-3.70698
10.9660,-0.349066,0.00000,-3.77367
10.9670,-0.349066,0.00000,-3.96063
10.9680,-0.349066,0.00000,-3.81902
10.9690,-0.349066,0.00000,-3.81279
10.9700,-0.349066,0.00000,-4.02258
10.9710,-0.349066,0.00000,-3.79462
10.9720,-0.349066,0.00000,-3.78325
10.9730,-0.349066,0.00000,-3.88955
10.9740,-0.349066,0.00000,-3.83423
10.9750,-0.349066,0.00000,-4.01897
10.9760,-0.349066,0.00000,-3.93627
10.9770,-0.349066,0.00000,-3.90107
10.9780,-0.349066,0.00000,-3.89392
10.9790,-0.349066,0.00000,-3.88417
10.9800,-0.349066,0.00000,-3.98031
10.9810,-0.349066,0.00000,-3.75055
10.9820,-0.349066,0.00000,-3.95626
10.9830,-0.349066,0.00000,-3.97037
10.9840,-0.349066,0.00000,-3.90832
10.9850,-0.349066,0.00000,-3.95177
10.9860,-0.349066,0.00000,-3.95879
10.9870,-0.349066,0.00000,-3.89517
10.9880,-0.349066,0.00000,-3.76899
10.9890,-0.349066,0.00000,-3.95542
10.9900,-0.349066,0.00000,-3.78883
10.9910,-0.349066,0.00000,-3.88919
10.9920,-0.349066,0.00000,-3.84344
10.9930,-0.349066,0.00000,-3.73785
10.9940,-0.349066,0.00000,-3.78903
10.9950,-0.349066,0.00000,-3.93630
10.9960,-0.349066,0.00000,-3.92414
10.9970,-0.349066,0.00000,-3.78016
10.9980,-0.349066,0.00000,-3.93550
10.9990,-0.349066,0.00000,-3.82301
11.0000,-0.349066,0.00000,-3.89196
11.0010,-0.349066,0.00000,-3.81455
11.0020,-0.349066,0.00000,-3.99708
11.0030,-0.349066,0.00000,-3.93883
11.0040,-0.349066,0.00000,-3.97488
11.0050,-0.349066,0.00000,-3.94013
11.0060,-0.349066,0.00000,-3.91832
11.0070,-0.349066,0.00000,-3.92320
11.0080,-0.349066,0.00000,-3.89822
11.0090,-0.349066,0.00000,-3.84207
11.0100,-0.349066,0.00000,-3.73187
11.0110,-0.349066,0.00000,-3.82174
11.0120,-0.349066,0.00000,-3.92116
11.0130,-0.349066,0.00000,-3.74347
11.0140,-0.349066,0.00000,-3.74187
11.0150,-0.349066,0.00000,-3.80969
11.0160,-0.349066,0.00000,-3.90399
11.0170,-0.349066,0.00000,-3.83464
11.0180,-0.349066,0.00000,-3.78267
11.0190,-0.349066,0.00000,-3.93725
11.0200,-0.349066,0.00000,-3.89145
11.0210,-0.349066,0.00000,-3.72809
11.0220,-0.349066,0.00000,-3.92229
11.0230,-0.349066,0.00000,-3.97677
11.0240,-0.349066,0.00000,-3.75349
11.0250,-0.349066,0.00000,-4.10881
11.0260,-0.349066,0.00000,-3.68074
11.0270,-0.349066,0.00000,-3.78389
11.0280,-0.349066,0.00000,-3.73504
11.0290,-0.349066,0.00000,-3.98641
11.0300,-0.349066,0.00000,-3.79837
11.0310,-0.349066,0.00000,-3.73060
11.0320,-0.349066,0.00000,-3.95344
11.0330,-0.349066,0.00000,-4.00019
11.0340,-0.349066,0.00000,-3.90209
11.0350,-0.349066,0.00000,-3.88479
11.0360,-0.349066,0.00000,-3.75006
11.0370,-0.349066,0.00000,-3.95205
11.0380,-0.349066,0.00000,-3.94868
11.0390,-0.349066,0.00000,-3.99220
11.0400,-0.349066,0.00000,-3.79068
11.0410,-0.349066,0.00000,-3.76884
11.0420,-0.349066,0.00000,-3.83676
11.0430,-0.349066,0.00000,-3.81572
11.0440,-0.349066,0.00000,-3.89960
11.0450,-0.349066,0.00000,-3.85486
11.0460,-0.349066,0.00000,-3.79843
11.0470,-0.349066,0.00000,-3.84307
11.0480,-0.349066,0.00000,-3.86497
11.0490,-0.349066,0.00000,-3.93668
11.0500,-0.349066,0.00000,-3.82802
11.0510,-0.349066,0.00000,-3.95971
11.0520,-0.349066,0.00000,-3.75309
11.0530,-0.349066,0.00000,-3.94047
11.0540,-0.349066,0.00000,-3.71785
11.0550,-0.349066,0.00000,-3.86592
11.0560,-0.349066,0.00000,-3.85911
11.0570,-0.349066,0.00000,-3.75870
11.0580,-0.349066,0.00000,-3.91979
11.0590,-0.349066,0.00000,-3.82996
11.0600,-0.349066,0.00000,-3.89987
11.0610,-0.349066,0.00000,-3.78892
11.0620,-0.349066,0.00000,-3.84481
11.0630,-0.349066,0.00000,-3.91757
11.0640,-0.349066,0.00000,-4.03724
11.0650,-0.349066,0.00000,-3.87264
11.0660,-0.349066,0.00000,-3.89325
11.0670,-0.349066,0.00000,-3.82253
11.0680,-0.349066,0.00000,-3.80294
11.0690,-0.349066,0.00000,-3.92032
11.0700,-0.349066,0.00000,-3.77574
11.0710,-0.349066,0.00000,-3.90356
11.0720,-0.349066,0.00000,-3.83189
11.0730,-0.349066,0.00000,-3.89361
11.0740,-0.349066,0.00000,-3.84866
11.0750,-0.349066,0.00000,-3.79994
11.0760,-0.349066,0.00000,-3.80692
11.0770,-0.349066,0.00000,-3.90216
11.0780,-0.349066,0.00000,-3.86450
11.0790,-0.349066,0.00000,-3.91081
11.0800,-0.349066,0.00000,-3.88421
11.0810,-0.349066,0.00000,-3.92351
11.0820,-0.349066,0.00000,-3.82017
11.0830,-0.349066,0.00000,-3.76807
11.0840,-0.349066,0.00000,-3.90622
11.0850,-0.349066,0.00000,-3.97049
11.0860,-0.349066,0.00000,-3.90754
11.0870,-0.349066,0.00000,-3.82558
11.0880,-0.349066,0.00000,-3.85719
11.0890,-0.349066,0.00000,-3.98962
11.0900,-0.349066,0.00000,-3.66052
11.0910,-0.349066,0.00000,-3.81607
11.0920,-0.349066,0.00000,-3.89757
11.0930,-0.349066,0.00000,-3.78331
11.0940,-0.349066,0.00000,-3.87617
11.0950,-0.349066,0.00000,-3.73770
11.0960,-0.349066,0.00000,-3.85334
11.0970,-0.349066,0.00000,-3.65490
11.0980,-0.349066,0.00000,-3.91189
11.0990,-0.349066,0.00000,-3.85400
11.1000,-0.349066,0.00000,-3.88711
11.1010,-0.349066,0.00000,-3.96221
11.1020,-0.349066,0.00000,-3.96148
11.1030,-0.349066,0.00000,-3.87172
11.1040,-0.349066,0.00000,-3.97743
11.1050,-0.349066,0.00000,-3.78902
11.1060,-0.349066,0.00000,-3.85478
11.1070,-0.349066,0.00000,-3.85513
11.1080,-0.349066,0.00000,-3.85136
11.1090,-0.349066,0.00000,-3.78126
11.1100,-0.349066,0.00000,-3.95534
11.1110,-0.349066,0.00000,-3.78423
11.1120,-0.349066,0.00000,-3.86196
11.1130,-0.349066,0.00000,-3.81976
11.1140,-0.349066,0.00000,-3.79045
11.1150,-0.349066,0.00000,-3.94881
11.1160,-0.349066,0.00000,-3.75945
11.1170,-0.349066,0.00000,-3.95808
11.1180,-0.349066,0.00000,-4.01599
11.1190,-0.349066,0.00000,-3.81298
11.1200,-0.349066,0.00000,-3.92964
11.1210,-0.349066,0.00000,-3.88537
11.1220,-0.349066,0.00000,-4.00041
11.1230,-0.349066,0.00000,-3.90343
11.1240,-0.349066,0.00000,-3.71248
11.1250,-0.349066,0.00000,-3.89543
11.1260,-0.349066,0.00000,-4.10578
11.1270,-0.349066,0.00000,-3.92970
11.1280,-0.349066,0.00000,-3.94458
11.1290,-0.349066,0.00000,-3.99574
11.1300,-0.349066,0.00000,-3.86002
11.1310,-0.349066,0.00000,-3.82494
11.1320,-0.349066,0.00000,-3.85830
11.1330,-0.349066,0.00000,-4.04105
11.1340,-0.349066,0.00000,-3.95305
11.1350,-0.349066,0.00000,-3.95516
11.1360,-0.349066,0.00000,-3.99315
11.1370,-0.349066,0.00000,-3.90272
11.1380,-0.349066,0.00000,-3.93992
11.1390,-0.349066,0.00000,-4.11110
11.1400,-0.349066,0.00000,-3.88535
11.1410,-0.349066,0.00000,-3.82145
11.1420,-0.349066,0.00000,-3.71884
11.1430,-0.349066,0.00000,-3.89326
11.1440,-0.349066,0.00000,-3.86573
11.1450,-0.349066,0.00000,-3.79535
11.1460,-0.349066,0.00000,-3.90222
11.1470,-0.349066,0.00000,-3.84512
11.1480,-0.349066,0.00000,-3.84874
11.1490,-0.349066,0.00000,-3.82451
11.1500,-0.349066,0.00000,-3.80888
11.1510,-0.349066,0.00000,-3.94550
11.1520,-0.349066,0.00000,-3.87799
11.1530,-0.349066,0.00000,-3.75718
11.1540,-0.349066,0.00000,-3.76000
11.1550,-0.349066,0.00000,-3.90829
11.1560,-0.349066,0.00000,-3.93030
11.1570,-0.349066,0.00000,-3.84998
11.1580,-0.349066,0.00000,-3.79841
11.1590,-0.349066,0.00000,-3.90447
11.1600,-0.349066,0.00000,-3.79818
11.1610,-0.349066,0.00000,-3.87366
11.1620,-0.349066,0.00000,-3.96516
11.1630,-0.349066,0.00000,-4.07386
11.1640,-0.349066,0.00000,-3.87967
11.1650,-0.349066,0.00000,-3.91060
11.1660,-0.349066,0.00000,-3.96233
11.1670,-0.349066,0.00000,-3.81377
11.1680,-0.349066,0.00000,-3.91963
11.1690,-0.349066,0.00000,-3.89943
11.1700,-0.349066,0.00000,-3.87555
11.1710,-0.349066,0.00000,-3.84492
11.1720,-0.349066,0.00000,-3.75689
11.1730,-0.349066,0.00000,-3.87674
11.1740,-0.349066,0.00000,-3.96970
11.1750,-0.349066,0.00000,-3.93507
11.1760,-0.349066,0.00000,-3.81482
11.1770,-0.349066,0.00000,-3.90210
11.1780,-0.349066,0.00000,-3.83358
11.1790,-0.349066,0.00000,-3.75929
11.1800,-0.349066,0.00000,-3.77630
11.1810,-0.349066,0.00000,-3.83834
11.1820,-0.349066,0.00000,-3.96003
11.1830,-0.349066,0.00000,-3.91670
11.1840,-0.349066,0.00000,-3.85379
11.1850,-0.349066,0.00000,-3.82706
11.1860,-0.349066,0.00000,-3.79704
11.1870,-0.349066,0.00000,-3.81079
11.1880,-0.349066,0.00000,-3.69275
11.1890,-0.349066,0.00000,-3.91979
11.1900,-0.349066,0.00000,-3.89537
11.1910,-0.349066,0.00000,-3.76925
11.1920,-0.349066,0.00000,-3.94592
11.1930,-0.349066,0.00000,-3.89646
11.1940,-0.349066,0.00000,-3.87097
11.1950,-0.349066,0.00000,-3.96421
11.1960,-0.349066,0.00000,-3.90276
11.1970,-0.349066,0.00000,-3.78797
11.1980,-0.349066,0.00000,-3.80298
11.1990,-0.349066,0.00000,-3.94181
11.2000,-0.349066,0.00000,-3.61388
11.2010,-0.349066,0.00000,-3.91045
11.2020,-0.349066,0.00000,-4.02221
11.2030,-0.349066,0.00000,-4.04387
11.2040,-0.349066,0.00000,-3.87679
11.2050,-0.349066,0.00000,-3.97762
11.2060,-0.349066,0.00000,-3.87742
11.2070,-0.349066,0.00000,-3.88448
11.2080,-0.349066,0.00000,-3.99426
11.2090,-0.349066,0.00000,-3.89258
11.2100,-0.349066,0.00000,-3.96999
11.2110,-0.349066,0.00000,-3.75222
11.2120,-0.349066,0.00000,-3.92185
11.2130,-0.349066,0.00000,-3.98907
11.2140,-0.349066,0.00000,-3.97225
11.2150,-0.349066,0.00000,-3.79272
11.2160,-0.349066,0.00000,-3.75971
11.2170,-0.349066,0.00000,-4.00146
11.2180,-0.349066,0.00000,-3.76142
11.2190,-0.349066,0.00000,-3.88507
11.2200,-0.349066,0.00000,-3.79395
11.2210,-0.349066,0.00000,-3.94777
11.2220,-0.349066,0.00000,-3.72772
11.2230,-0.349066,0.00000,-3.87279
11.2240,-0.349066,0.00000,-3.94962
11.2250,-0.349066,0.00000,-3.80578
11.2260,-0.349066,0.00000,-3.92479
11.2270,-0.349066,0.00000,-3.81865
11.2280,-0.349066,0.00000,-3.80263
11.2290,-0.349066,0.00000,-3.98943
11.2300,-0.349066,0.00000,-3.96892
11.2310,-0.349066,0.00000,-3.89903
11.2320,-0.349066,0.00000,-3.81124
11.2330,-0.349066,0.00000,-3.81286
11.2340,-0.349066,0.00000,-3.79863
11.2350,-0.349066,0.00000,-4.05748
11.2360,-0.349066,0.00000,-3.77638
11.2370,-0.349066,0.00000,-3.84933
11.2380,-0.349066,0.00000,-3.94986
11.2390,-0.349066,0.00000,-3.76846
11.2400,-0.349066,0.00000,-4.00598
11.2410,-0.349066,0.00000,-4.02518
11.2420,-0.349066,0.00000,-3.96317
11.2430,-0.349066,0.00000,-4.04541
11.2440,-0.349066,0.00000,-3.79488
11.2450,-0.349066,0.00000,-4.05461
11.2460,-0.349066,0.00000,-3.80558
11.2470,-0.349066,0.00000,-3.88277
11.2480,-0.349066,0.00000,-3.98002
11.2490,-0.349066,0.00000,-3.82252
11.2500,-0.349066,0.00000,-3.81389
11.2510,-0.349066,0.00000,-3.82653
11.2520,-0.349066,0.00000,-3.89134
11.2530,-0.349066,0.00000,-3.84383
11.2540,-0.349066,0.00000,-3.69904
11.2550,-0.349066,0.00000,-3.86860
11.2560,-0.349066,0.00000,-4.02742
11.2570,-0.349066,0.00000,-3.98594
11.2580,-0.349066,0.00000,-3.76542
11.2590,-0.349066,0.00000,-3.82892
11.2600,-0.349066,0.00000,-3.78141
11.2610,-0.349066,0.00000,-3.88421
11.2620,-0.349066,0.00000,-4.00712
11.2630,-0.349066,0.00000,-3.85903
11.2640,-0.349066,0.00000,-3.94258
11.2650,-0.349066,0.00000,-3.97043
11.2660,-0.349066,0.00000,-4.00374
11.2670,-0.349066,0.00000,-3.84262
11.2680,-0.349066,0.00000,-3.83882
11.2690,-0.349066,0.00000,-3.83883
11.2700,-0.349066,0.00000,-3.90445
11.2710,-0.349066,0.00000,-3.90658
11.2720,-0.349066,0.00000,-3.87651
11.2730,-0.349066,0.00000,-3.91163
11.2740,-0.349066,0.00000,-3.88246
11.2750,-0.349066,0.00000,-3.80140
11.2760,-0.349066,0.00000,-3.79600
11.2770,-0.349066,0.00000,-4.05559
11.2780,-0.349066,0.00000,-3.76119
11.2790,-0.349066,0.00000,-3.75325
11.2800,-0.349066,0.00000,-3.78538
11.2810,-0.349066,0.00000,-3.75017
11.2820,-0.349066,0.00000,-3.87539
11.2830,-0.349066,0.00000,-3.95671
11.2840,-0.349066,0.00000,-3.87958
11.2850,-0.349066,0.00000,-3.91092
11.2860,-0.349066,0.00000,-3.84909
11.2870,-0.349066,0.00000,-3.82002
11.2880,-0.349066,0.00000,-3.96712
11.2890,-0.349066,0.00000,-4.06209
11.2900,-0.349066,0.00000,-3.90642
11.2910,-0.349066,0.00000,-3.79679
11.2920,-0.349066,0.00000,-3.78928
11.2930,-0.349066,0.00000,-3.91403
11.2940,-0.349066,0.00000,-3.83868
11.2950,-0.349066,0.00000,-3.86804
11.2960,-0.349066,0.00000,-3.87512
11.2970,-0.349066,0.00000,-3.82052
11.2980,-0.349066,0.00000,-3.83104
11.2990,-0.349066,0.00000,-3.95289
11.3000,-0.349066,0.00000,-3.97991
11.3010,-0.349066,0.00000,-3.91466
11.3020,-0.349066,0.00000,-3.82855
11.3030,-0.349066,0.00000,-3.95122
11.3040,-0.349066,0.00000,-3.77100
